url_path,views_total,views_unique
/cicsdev/cics-java-jcicsx-samples/tree/main/char-link-program-sample/src/main,8,1
/cicsdev/cics-java-jcicsx-samples,6,6
/cicsdev/cics-java-jcicsx-samples/tree/main/mockito-testing-containers-sample/src/test/java/mockitotests,5,2
/cicsdev/cics-java-jcicsx-samples/blob/main/char-link-program-sample/src/main/java/sample/CharLinkServlet.java,4,1
/cicsdev/cics-java-jcicsx-samples/tree/main/char-link-program-sample,4,1
/cicsdev/cics-java-jcicsx-samples/tree/main/char-link-program-sample/src/main/java/sample,4,1
/cicsdev/cics-java-jcicsx-samples/blob/main/append-char-container-sample/src/main/java/sample/AppendCharServlet.java,2,1
/cicsdev/cics-java-jcicsx-samples/blob/main/char-link-program-sample/src/main/cobol/EDUCHAN.cbl,2,1
/cicsdev/cics-java-jcicsx-samples/blob/main/mockito-testing-containers-sample/src/test/java/mockitotests/CurrencyConverterTest.java,2,1
/cicsdev/cics-java-jcicsx-samples/tree/main/char-link-program-sample/src/main/cobol,2,1
