time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-15 00:00:00+00:00,1.0,1.0,253,16
2024-02-16 00:00:00+00:00,,,11,4
2024-02-18 00:00:00+00:00,,,25,3
2024-02-19 00:00:00+00:00,,,30,6
2024-02-20 00:00:00+00:00,,,8,3
2024-02-21 00:00:00+00:00,,,155,7
2024-02-22 00:00:00+00:00,,,54,9
2024-02-23 00:00:00+00:00,1.0,1.0,213,15
2024-02-24 00:00:00+00:00,,,12,2
2024-02-25 00:00:00+00:00,,,1,1
2024-02-26 00:00:00+00:00,1.0,1.0,10,3
2024-02-27 00:00:00+00:00,,,47,8
2024-02-28 00:00:00+00:00,,,25,7
