time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1.0,1.0,5,3
2024-04-29 00:00:00+00:00,,,19,4
2024-04-30 00:00:00+00:00,,,39,7
2024-05-01 00:00:00+00:00,1.0,1.0,34,9
2024-05-02 00:00:00+00:00,,,36,5
2024-05-03 00:00:00+00:00,,,29,6
2024-05-04 00:00:00+00:00,,,3,2
2024-05-05 00:00:00+00:00,1.0,1.0,2,1
2024-05-06 00:00:00+00:00,1.0,1.0,13,4
2024-05-07 00:00:00+00:00,2.0,2.0,32,6
2024-05-08 00:00:00+00:00,,,9,4
2024-05-09 00:00:00+00:00,3.0,3.0,91,10
2024-05-10 00:00:00+00:00,4.0,1.0,155,14
2024-05-11 00:00:00+00:00,,,22,1
