time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,,,517,17
2024-04-23 00:00:00+00:00,,,43,11
2024-04-24 00:00:00+00:00,2.0,2.0,7,5
2024-04-25 00:00:00+00:00,,,44,11
2024-04-26 00:00:00+00:00,1.0,1.0,341,11
2024-04-27 00:00:00+00:00,,,34,3
2024-04-28 00:00:00+00:00,1.0,1.0,5,3
2024-04-29 00:00:00+00:00,,,19,4
2024-04-30 00:00:00+00:00,,,39,7
2024-05-01 00:00:00+00:00,1.0,1.0,34,9
2024-05-02 00:00:00+00:00,,,36,5
2024-05-03 00:00:00+00:00,,,29,6
2024-05-04 00:00:00+00:00,,,3,2
