referrer,views_total,views_unique
Bing,101,1
github.com,88,5
Google,27,2
jira.rocketsoftware.com,3,1
ibm.com,3,1
github.ibm.com,1,1
ibm.webex.com,1,1
ibmsf.lightning.force.com,1,1
