time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-06 00:00:00+00:00,,,8,3
2024-02-07 00:00:00+00:00,2.0,2.0,89,9
2024-02-08 00:00:00+00:00,1.0,1.0,20,9
2024-02-09 00:00:00+00:00,,,29,7
2024-02-10 00:00:00+00:00,,,4,1
2024-02-11 00:00:00+00:00,,,4,3
2024-02-12 00:00:00+00:00,,,53,6
2024-02-13 00:00:00+00:00,,,40,9
2024-02-14 00:00:00+00:00,,,201,9
2024-02-15 00:00:00+00:00,1.0,1.0,253,16
2024-02-16 00:00:00+00:00,,,11,4
2024-02-18 00:00:00+00:00,,,25,3
2024-02-19 00:00:00+00:00,,,30,6
