time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,,,50,4
2024-03-06 00:00:00+00:00,,,13,6
2024-03-07 00:00:00+00:00,,,15,7
2024-03-08 00:00:00+00:00,1.0,1.0,26,17
2024-03-09 00:00:00+00:00,,,4,2
2024-03-10 00:00:00+00:00,1.0,1.0,17,3
2024-03-11 00:00:00+00:00,1.0,1.0,87,8
2024-03-12 00:00:00+00:00,,,21,4
2024-03-13 00:00:00+00:00,,,129,15
2024-03-14 00:00:00+00:00,1.0,1.0,14,6
2024-03-15 00:00:00+00:00,,,15,4
2024-03-16 00:00:00+00:00,,,5,2
2024-03-17 00:00:00+00:00,,,1,1
2024-03-18 00:00:00+00:00,1.0,1.0,25,7
