time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,,,20,3
2024-03-13 00:00:00+00:00,,,129,15
2024-03-14 00:00:00+00:00,1.0,1.0,14,6
2024-03-15 00:00:00+00:00,,,15,4
2024-03-16 00:00:00+00:00,,,5,2
2024-03-17 00:00:00+00:00,,,1,1
2024-03-18 00:00:00+00:00,1.0,1.0,25,7
2024-03-19 00:00:00+00:00,,,137,9
2024-03-20 00:00:00+00:00,1.0,1.0,68,8
2024-03-21 00:00:00+00:00,,,40,9
2024-03-22 00:00:00+00:00,,,63,5
2024-03-23 00:00:00+00:00,,,4,2
2024-03-24 00:00:00+00:00,,,13,1
2024-03-25 00:00:00+00:00,,,11,7
