time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-19 00:00:00+00:00,1.0,1.0,321,9
2024-01-20 00:00:00+00:00,,,60,3
2024-01-21 00:00:00+00:00,,,6,1
2024-01-22 00:00:00+00:00,,,54,9
2024-01-23 00:00:00+00:00,2.0,1.0,199,15
2024-01-24 00:00:00+00:00,,,76,9
2024-01-25 00:00:00+00:00,1.0,1.0,102,7
2024-01-26 00:00:00+00:00,1.0,1.0,39,4
2024-01-27 00:00:00+00:00,,,136,3
2024-01-28 00:00:00+00:00,,,1,1
2024-01-29 00:00:00+00:00,,,154,8
2024-01-30 00:00:00+00:00,,,85,4
2024-01-31 00:00:00+00:00,,,331,9
2024-02-01 00:00:00+00:00,2.0,2.0,123,9
