time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-16 00:00:00+00:00,,,45,2
2024-06-17 00:00:00+00:00,,,251,10
2024-06-18 00:00:00+00:00,,,81,6
2024-06-19 00:00:00+00:00,,,329,11
2024-06-20 00:00:00+00:00,,,63,7
2024-06-21 00:00:00+00:00,2.0,2.0,48,4
2024-06-23 00:00:00+00:00,,,1,1
2024-06-24 00:00:00+00:00,,,18,5
2024-06-25 00:00:00+00:00,,,103,4
2024-06-26 00:00:00+00:00,,,24,1
2024-06-27 00:00:00+00:00,,,96,9
2024-06-28 00:00:00+00:00,1.0,1.0,37,6
2024-06-29 00:00:00+00:00,,,4,1
