time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-05 00:00:00+00:00,1.0,1.0,2,1
2024-05-06 00:00:00+00:00,1.0,1.0,13,4
2024-05-07 00:00:00+00:00,2.0,2.0,32,6
2024-05-08 00:00:00+00:00,,,9,4
2024-05-09 00:00:00+00:00,3.0,3.0,91,10
2024-05-10 00:00:00+00:00,4.0,1.0,155,14
2024-05-11 00:00:00+00:00,,,22,1
2024-05-12 00:00:00+00:00,,,24,3
2024-05-13 00:00:00+00:00,6.0,1.0,20,6
2024-05-14 00:00:00+00:00,,,115,13
2024-05-15 00:00:00+00:00,,,19,5
2024-05-16 00:00:00+00:00,2.0,2.0,54,7
2024-05-17 00:00:00+00:00,,,48,5
2024-05-18 00:00:00+00:00,,,2,1
