time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-19 00:00:00+00:00,,,137,9
2024-03-20 00:00:00+00:00,1.0,1.0,68,8
2024-03-21 00:00:00+00:00,,,40,9
2024-03-22 00:00:00+00:00,,,63,5
2024-03-23 00:00:00+00:00,,,4,2
2024-03-24 00:00:00+00:00,,,13,1
2024-03-25 00:00:00+00:00,,,11,7
2024-03-26 00:00:00+00:00,,,54,10
2024-03-27 00:00:00+00:00,1.0,1.0,33,4
2024-03-28 00:00:00+00:00,2.0,2.0,52,2
2024-03-29 00:00:00+00:00,,,8,3
2024-03-30 00:00:00+00:00,,,1,1
2024-03-31 00:00:00+00:00,,,37,3
2024-04-01 00:00:00+00:00,,,75,6
