time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-30 00:00:00+00:00,1.0,1.0,49,8
2024-05-31 00:00:00+00:00,,,47,6
2024-06-01 00:00:00+00:00,,,13,2
2024-06-02 00:00:00+00:00,,,3,2
2024-06-03 00:00:00+00:00,,,116,5
2024-06-04 00:00:00+00:00,,,27,7
2024-06-05 00:00:00+00:00,,,49,7
2024-06-06 00:00:00+00:00,1.0,1.0,43,11
2024-06-07 00:00:00+00:00,,,6,4
2024-06-09 00:00:00+00:00,,,5,2
2024-06-10 00:00:00+00:00,1.0,1.0,13,4
2024-06-11 00:00:00+00:00,,,45,5
2024-06-12 00:00:00+00:00,2.0,1.0,96,10
