time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,,,31,5
2024-01-18 00:00:00+00:00,,,1,1
2024-01-19 00:00:00+00:00,,,11,3
2024-01-29 00:00:00+00:00,3.0,1.0,9,1
