time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-25 00:00:00+00:00,,,507,9
2024-03-26 00:00:00+00:00,,,145,13
2024-03-27 00:00:00+00:00,,,28,4
2024-03-28 00:00:00+00:00,1.0,1.0,96,8
2024-03-29 00:00:00+00:00,1.0,1.0,33,5
2024-03-30 00:00:00+00:00,,,2,1
2024-03-31 00:00:00+00:00,,,3,1
2024-04-01 00:00:00+00:00,,,4,2
2024-04-02 00:00:00+00:00,1.0,1.0,33,4
2024-04-03 00:00:00+00:00,,,15,6
2024-04-04 00:00:00+00:00,,,97,6
2024-04-05 00:00:00+00:00,,,31,5
2024-04-07 00:00:00+00:00,,,4,1
