time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,1.0,1.0,77,3
2024-03-10 00:00:00+00:00,,,2,1
2024-03-11 00:00:00+00:00,,,60,5
2024-03-12 00:00:00+00:00,,,72,5
2024-03-13 00:00:00+00:00,1.0,1.0,71,4
2024-03-14 00:00:00+00:00,,,72,7
2024-03-15 00:00:00+00:00,1.0,1.0,9,4
2024-03-16 00:00:00+00:00,,,13,4
2024-03-17 00:00:00+00:00,,,2,1
2024-03-18 00:00:00+00:00,,,28,6
2024-03-19 00:00:00+00:00,,,81,9
2024-03-20 00:00:00+00:00,,,146,7
2024-03-21 00:00:00+00:00,,,40,8
2024-03-22 00:00:00+00:00,,,44,5
