url_path,views_total,views_unique
/cicsdev/cics-java-jcics-samples/blob/main/blog/blog.md,54,17
/cicsdev/cics-java-jcics-samples/tree/main/src,25,8
/cicsdev/cics-java-jcics-samples,24,20
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.link/src/com/ibm/cicsdev/link,19,3
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.vsam/src/com/ibm/cicsdev/vsam,18,5
/cicsdev/cics-java-jcics-samples/tree/main/projects,17,6
/cicsdev/cics-java-jcics-samples/tree/main/src/Cobol,17,5
/cicsdev/cics-java-jcics-samples/blob/main/src/Cobol/EC01.cbl,15,6
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.vsam,15,5
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.link,13,4
