time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-19 00:00:00+00:00,2.0,1.0,66,4
2024-01-22 00:00:00+00:00,,,111,6
2024-01-23 00:00:00+00:00,1.0,1.0,17,6
2024-01-24 00:00:00+00:00,1.0,1.0,20,7
2024-01-25 00:00:00+00:00,,,33,8
2024-01-26 00:00:00+00:00,,,56,6
2024-01-27 00:00:00+00:00,,,16,3
2024-01-28 00:00:00+00:00,1.0,1.0,15,2
2024-01-29 00:00:00+00:00,2.0,1.0,24,3
2024-01-30 00:00:00+00:00,,,78,17
2024-01-31 00:00:00+00:00,1.0,1.0,109,13
2024-02-01 00:00:00+00:00,,,21,5
