time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,1.0,1.0,1,1
2024-06-10 00:00:00+00:00,,,20,4
2024-06-11 00:00:00+00:00,,,6,2
2024-06-12 00:00:00+00:00,,,39,6
2024-06-13 00:00:00+00:00,1.0,1.0,12,7
2024-06-14 00:00:00+00:00,1.0,1.0,19,3
2024-06-15 00:00:00+00:00,,,1,1
2024-06-16 00:00:00+00:00,,,17,3
2024-06-17 00:00:00+00:00,,,34,5
2024-06-18 00:00:00+00:00,,,22,5
2024-06-20 00:00:00+00:00,,,26,2
2024-06-21 00:00:00+00:00,,,2,1
2024-06-22 00:00:00+00:00,,,3,1
