time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-17 00:00:00+00:00,,,18,5
2024-05-18 00:00:00+00:00,,,24,2
2024-05-19 00:00:00+00:00,,,26,2
2024-05-20 00:00:00+00:00,,,19,5
2024-05-21 00:00:00+00:00,,,30,4
2024-05-22 00:00:00+00:00,,,62,7
2024-05-23 00:00:00+00:00,,,43,6
2024-05-24 00:00:00+00:00,,,15,2
2024-05-25 00:00:00+00:00,1.0,1.0,3,2
2024-05-27 00:00:00+00:00,1.0,1.0,48,5
2024-05-28 00:00:00+00:00,,,4,2
2024-05-29 00:00:00+00:00,,,58,6
2024-05-30 00:00:00+00:00,,,90,8
