time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-29 00:00:00+00:00,,,3,2
2024-04-30 00:00:00+00:00,1.0,1.0,46,6
2024-05-01 00:00:00+00:00,,,14,4
2024-05-02 00:00:00+00:00,,,149,8
2024-05-03 00:00:00+00:00,,,14,4
2024-05-04 00:00:00+00:00,,,6,3
2024-05-05 00:00:00+00:00,,,63,4
2024-05-06 00:00:00+00:00,4.0,3.0,71,4
2024-05-07 00:00:00+00:00,,,43,7
2024-05-08 00:00:00+00:00,,,157,11
2024-05-09 00:00:00+00:00,1.0,1.0,24,7
2024-05-10 00:00:00+00:00,,,16,4
2024-05-11 00:00:00+00:00,,,4,1
2024-05-12 00:00:00+00:00,,,4,1
