time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-11 00:00:00+00:00,1.0,1.0,70,6
2024-01-12 00:00:00+00:00,1.0,1.0,54,5
2024-01-13 00:00:00+00:00,1.0,1.0,21,1
2024-01-14 00:00:00+00:00,,,7,1
2024-01-15 00:00:00+00:00,2.0,2.0,198,5
2024-01-16 00:00:00+00:00,,,56,10
2024-01-17 00:00:00+00:00,,,115,7
2024-01-18 00:00:00+00:00,,,36,7
2024-01-19 00:00:00+00:00,,,63,4
2024-01-20 00:00:00+00:00,,,7,1
2024-01-21 00:00:00+00:00,,,17,2
2024-01-22 00:00:00+00:00,1.0,1.0,5,2
2024-01-23 00:00:00+00:00,,,22,3
2024-01-24 00:00:00+00:00,1.0,1.0,12,3
