time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-18 00:00:00+00:00,,,36,7
2024-01-19 00:00:00+00:00,,,63,4
2024-01-20 00:00:00+00:00,,,7,1
2024-01-21 00:00:00+00:00,,,17,2
2024-01-22 00:00:00+00:00,1.0,1.0,5,2
2024-01-23 00:00:00+00:00,,,22,3
2024-01-24 00:00:00+00:00,1.0,1.0,12,3
2024-01-25 00:00:00+00:00,,,68,9
2024-01-26 00:00:00+00:00,,,31,5
2024-01-27 00:00:00+00:00,,,28,2
2024-01-28 00:00:00+00:00,,,21,2
2024-01-29 00:00:00+00:00,2.0,2.0,225,12
2024-01-30 00:00:00+00:00,,,101,11
2024-01-31 00:00:00+00:00,1.0,1.0,12,6
