time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-14 00:00:00+00:00,,,8,2
2024-04-15 00:00:00+00:00,1.0,1.0,88,8
2024-04-16 00:00:00+00:00,,,799,21
2024-04-17 00:00:00+00:00,,,58,11
2024-04-18 00:00:00+00:00,,,132,16
2024-04-19 00:00:00+00:00,1.0,1.0,209,12
2024-04-20 00:00:00+00:00,,,34,2
2024-04-21 00:00:00+00:00,,,76,1
2024-04-22 00:00:00+00:00,,,84,12
2024-04-23 00:00:00+00:00,,,99,17
2024-04-24 00:00:00+00:00,,,47,9
2024-04-25 00:00:00+00:00,1.0,1.0,86,14
2024-04-26 00:00:00+00:00,,,73,7
