time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-15 00:00:00+00:00,1.0,1.0,115,12
2024-05-16 00:00:00+00:00,,,155,13
2024-05-17 00:00:00+00:00,,,99,9
2024-05-18 00:00:00+00:00,,,2,1
2024-05-19 00:00:00+00:00,2.0,2.0,41,5
2024-05-20 00:00:00+00:00,,,106,17
2024-05-21 00:00:00+00:00,1.0,1.0,46,8
2024-05-22 00:00:00+00:00,2.0,1.0,227,20
2024-05-23 00:00:00+00:00,,,71,17
2024-05-24 00:00:00+00:00,,,26,7
2024-05-26 00:00:00+00:00,,,2,1
2024-05-27 00:00:00+00:00,,,201,5
2024-05-28 00:00:00+00:00,,,271,15
