referrer,views_total,views_unique
livingmainframe.atlassian.net,129,1
Google,87,12
github.com,42,6
ibm.com,35,3
github.ibm.com,14,2
statics.teams.cdn.office.net,12,2
Bing,1,1
DuckDuckGo,1,1
