time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,,,46,2
2024-04-07 00:00:00+00:00,,,1,1
2024-04-08 00:00:00+00:00,,,176,1
2024-04-09 00:00:00+00:00,,,46,6
2024-04-10 00:00:00+00:00,,,45,5
2024-04-11 00:00:00+00:00,1.0,1.0,29,4
2024-04-12 00:00:00+00:00,,,68,10
2024-04-13 00:00:00+00:00,,,12,1
2024-04-14 00:00:00+00:00,,,8,2
2024-04-15 00:00:00+00:00,1.0,1.0,88,8
2024-04-16 00:00:00+00:00,,,799,21
2024-04-17 00:00:00+00:00,,,58,11
2024-04-18 00:00:00+00:00,,,132,16
2024-04-19 00:00:00+00:00,1.0,1.0,209,12
