time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-17 00:00:00+00:00,,,58,11
2024-04-18 00:00:00+00:00,,,132,16
2024-04-19 00:00:00+00:00,1.0,1.0,209,12
2024-04-20 00:00:00+00:00,,,34,2
2024-04-21 00:00:00+00:00,,,76,1
2024-04-22 00:00:00+00:00,,,84,12
2024-04-23 00:00:00+00:00,,,99,17
2024-04-24 00:00:00+00:00,,,47,9
2024-04-25 00:00:00+00:00,1.0,1.0,86,14
2024-04-26 00:00:00+00:00,,,73,7
2024-04-28 00:00:00+00:00,1.0,1.0,14,1
2024-04-29 00:00:00+00:00,1.0,1.0,67,7
2024-04-30 00:00:00+00:00,1.0,1.0,23,1
