time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1.0,1.0,14,1
2024-04-29 00:00:00+00:00,1.0,1.0,67,7
2024-04-30 00:00:00+00:00,1.0,1.0,23,1
2024-05-01 00:00:00+00:00,1.0,1.0,101,9
2024-05-02 00:00:00+00:00,,,19,3
2024-05-04 00:00:00+00:00,,,1,1
2024-05-05 00:00:00+00:00,,,15,2
2024-05-06 00:00:00+00:00,1.0,1.0,101,13
2024-05-07 00:00:00+00:00,,,224,9
2024-05-08 00:00:00+00:00,2.0,2.0,311,13
2024-05-09 00:00:00+00:00,1.0,1.0,98,12
2024-05-10 00:00:00+00:00,2.0,2.0,87,14
