referrer,views_total,views_unique
Bing,210,1
github.com,101,9
Google,41,6
github.ibm.com,12,3
ibm.com,6,3
cicsdev.github.io,5,1
ibm.webex.com,2,2
bsg-confluence.broadcom.net,2,1
hub.nuaa.cf,2,1
ecosia.org,1,1
