time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,,,6,3
2024-04-03 00:00:00+00:00,,,26,6
2024-04-04 00:00:00+00:00,1.0,1.0,37,5
2024-04-05 00:00:00+00:00,1.0,1.0,48,7
2024-04-06 00:00:00+00:00,,,46,2
2024-04-07 00:00:00+00:00,,,1,1
2024-04-08 00:00:00+00:00,,,176,1
2024-04-09 00:00:00+00:00,,,46,6
2024-04-10 00:00:00+00:00,,,45,5
2024-04-11 00:00:00+00:00,1.0,1.0,29,4
2024-04-12 00:00:00+00:00,,,68,10
2024-04-13 00:00:00+00:00,,,12,1
2024-04-14 00:00:00+00:00,,,8,2
2024-04-15 00:00:00+00:00,1.0,1.0,88,8
