time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-01 00:00:00+00:00,1.0,1.0,101,9
2024-05-02 00:00:00+00:00,,,19,3
2024-05-04 00:00:00+00:00,,,1,1
2024-05-05 00:00:00+00:00,,,15,2
2024-05-06 00:00:00+00:00,1.0,1.0,101,13
2024-05-07 00:00:00+00:00,,,224,9
2024-05-08 00:00:00+00:00,2.0,2.0,311,13
2024-05-09 00:00:00+00:00,1.0,1.0,98,12
2024-05-10 00:00:00+00:00,2.0,2.0,87,14
2024-05-11 00:00:00+00:00,,,37,2
2024-05-12 00:00:00+00:00,,,77,3
2024-05-13 00:00:00+00:00,,,81,10
2024-05-14 00:00:00+00:00,2.0,2.0,137,13
