referrer,views_total,views_unique
Google,65,8
github.com,61,7
ibm.com,31,7
hub.nuaa.cf,24,4
github.ibm.com,6,1
cicsdev.github.io,5,1
bsg-confluence.broadcom.net,2,1
DuckDuckGo,1,1
