time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-04 00:00:00+00:00,3.0,3.0,25,6
2023-12-05 00:00:00+00:00,,,31,9
2023-12-06 00:00:00+00:00,,,12,3
2023-12-07 00:00:00+00:00,3.0,2.0,81,5
2023-12-08 00:00:00+00:00,1.0,1.0,119,5
2023-12-09 00:00:00+00:00,1.0,1.0,2,1
2023-12-11 00:00:00+00:00,,,11,3
2023-12-12 00:00:00+00:00,,,31,6
2023-12-13 00:00:00+00:00,1.0,1.0,27,7
2023-12-14 00:00:00+00:00,2.0,1.0,50,8
2023-12-15 00:00:00+00:00,1.0,1.0,31,4
2023-12-16 00:00:00+00:00,,,2,1
2023-12-17 00:00:00+00:00,,,1,1
