referrer,views_total,views_unique
github.com,55,17
Bing,30,3
Google,27,5
ibm.com,25,5
statics.teams.cdn.office.net,16,6
ibm.webex.com,6,2
github.ibm.com,4,1
bsg-confluence.broadcom.net,1,1
cicsdev.github.io,1,1
