referrer,views_total,views_unique
github.com,207,5
livingmainframe.atlassian.net,129,1
Google,80,11
ibm.com,27,4
github.ibm.com,13,1
statics.teams.cdn.office.net,12,2
DuckDuckGo,2,1
bsg-confluence.broadcom.net,2,1
