time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-25 00:00:00+00:00,,,52,7
2024-06-26 00:00:00+00:00,,,71,6
2024-06-27 00:00:00+00:00,,,117,13
2024-06-28 00:00:00+00:00,,,329,6
2024-06-29 00:00:00+00:00,,,20,2
2024-06-30 00:00:00+00:00,6.0,1.0,1,1
2024-07-01 00:00:00+00:00,5.0,1.0,374,7
2024-07-02 00:00:00+00:00,,,73,14
2024-07-03 00:00:00+00:00,,,39,8
2024-07-04 00:00:00+00:00,,,4,2
2024-07-05 00:00:00+00:00,,,105,4
2024-07-06 00:00:00+00:00,,,20,3
2024-07-07 00:00:00+00:00,,,43,4
2024-07-08 00:00:00+00:00,,,44,2
