time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,,,7,1
2024-04-22 00:00:00+00:00,,,4,2
2024-04-27 00:00:00+00:00,,,3,1
2024-04-28 00:00:00+00:00,,,2,1
2024-05-02 00:00:00+00:00,,,4,1
