time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-07 00:00:00+00:00,1.0,1.0,1,1
2024-03-12 00:00:00+00:00,,,7,2
2024-03-13 00:00:00+00:00,,,6,1
2024-03-14 00:00:00+00:00,,,10,2
2024-03-19 00:00:00+00:00,,,2,1
