url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jms,12,8
/cicsdev/cics-java-liberty-springboot-jms/pull/6/files,9,4
/cicsdev/cics-java-liberty-springboot-jms/pull/6,7,1
/cicsdev/cics-java-liberty-springboot-jms/tree/main/src/main,6,2
/cicsdev/cics-java-liberty-springboot-jms/tree/main/src/main/java/com/ibm/cicsdev/springboot/jms,6,2
/cicsdev/cics-java-liberty-springboot-jms/pulls,4,1
/cicsdev/cics-java-liberty-springboot-jms/tree/main/src/main/java/com/ibm/cicsdev/springboot,4,1
/cicsdev/cics-java-liberty-springboot-jms/blob/main/pom.xml,2,1
/cicsdev/cics-java-liberty-springboot-jms/blob/main/src/main/java/com/ibm/cicsdev/springboot/jms/Application.java,2,1
/cicsdev/cics-java-liberty-springboot-jms/fork,2,1
