time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-08 00:00:00+00:00,,,5,1
2024-02-12 00:00:00+00:00,,,1,1
2024-02-13 00:00:00+00:00,,,28,4
2024-02-14 00:00:00+00:00,,,8,2
2024-02-15 00:00:00+00:00,,,1,1
2024-02-16 00:00:00+00:00,,,3,1
2024-02-17 00:00:00+00:00,,,1,1
2024-02-19 00:00:00+00:00,,,26,2
2024-02-21 00:00:00+00:00,,,9,1
