url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-link,41,13
/cicsdev/cics-java-liberty-springboot-link/tree/main/src/main/java/com/ibm/cicsdev/springboot/link/app/ui,28,4
/cicsdev/cics-java-liberty-springboot-link/blob/main/src/main/java/com/ibm/cicsdev/springboot/link/app/ui/cics/CICSCallable.java,24,5
/cicsdev/cics-java-liberty-springboot-link/tree/main/src/main,22,4
/cicsdev/cics-java-liberty-springboot-link/tree/main/src/main/java/com/ibm/cicsdev/springboot/link/app/ui/cics,19,4
/cicsdev/cics-java-liberty-springboot-link/blob/main/pom.xml,18,6
/cicsdev/cics-java-liberty-springboot-link/pull/9,16,9
/cicsdev/cics-java-liberty-springboot-link/pull/8,14,9
/cicsdev/cics-java-liberty-springboot-link/branches,14,1
/cicsdev/cics-java-liberty-springboot-link/tree/main/src/main/java/com/ibm/cicsdev/springboot/link/app/ui/mvc,10,2
