time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,4.0,4.0,53.0,8.0
2024-02-06 00:00:00+00:00,1.0,1.0,30.0,3.0
2024-02-07 00:00:00+00:00,5.0,4.0,24.0,8.0
2024-02-08 00:00:00+00:00,,,106.0,7.0
2024-02-09 00:00:00+00:00,1.0,1.0,3.0,2.0
2024-02-12 00:00:00+00:00,1.0,1.0,19.0,2.0
2024-02-13 00:00:00+00:00,,,10.0,2.0
2024-02-14 00:00:00+00:00,,,14.0,3.0
2024-02-15 00:00:00+00:00,,,22.0,4.0
2024-02-16 00:00:00+00:00,,,11.0,1.0
2024-02-17 00:00:00+00:00,1.0,1.0,,
