url_path,views_total,views_unique
/cicsdev/cics-java-liberty-restapp,5,5
/cicsdev/cics-java-liberty-restapp/blob/main/src/Cobol/EDUCHAN.cbl,4,2
/cicsdev/cics-java-liberty-restapp/tree/main/src,3,1
/cicsdev/cics-java-liberty-restapp/tree/main/src/Cobol,3,1
/cicsdev/cics-java-liberty-restapp/blob/main/src/Java/com/ibm/cicsdev/restapp/CICSApplication.java,2,1
/cicsdev/cics-java-liberty-restapp/blob/main/src/Java/com/ibm/cicsdev/restapp/InfoResource.java,2,1
/cicsdev/cics-java-liberty-restapp/blob/main/src/Java/com/ibm/cicsdev/restapp/ReverseResource.java,2,1
/cicsdev/cics-java-liberty-restapp/tree/main/src/Java/com/ibm/cicsdev/restapp,2,1
