time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-23 00:00:00+00:00,,,1,1
2024-05-26 00:00:00+00:00,,,2,1
2024-05-31 00:00:00+00:00,,,10,1
2024-06-03 00:00:00+00:00,,,2,1
