time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,,,7,1
2024-04-28 00:00:00+00:00,1.0,1.0,38,1
2024-05-06 00:00:00+00:00,,,4,1
