url_path,views_total,views_unique
/cicsdev/cics-event-consumer/blob/main/docs/cics-http.md,26,9
/cicsdev/cics-event-consumer/blob/main/examples/CA1YCOB1.cbl,6,2
/cicsdev/cics-event-consumer/tree/main/examples,6,2
/cicsdev/cics-event-consumer/blob/main/examples/CA1YCOB3.cbl,4,1
/cicsdev/cics-event-consumer/blob/main/docs/saxon-and-apache-fop.md,3,1
/cicsdev/cics-event-consumer/blob/main/SUMMARY.md,3,1
/cicsdev/cics-event-consumer,2,2
/cicsdev/cics-event-consumer/tree/main,2,2
/cicsdev/cics-event-consumer/blob/main/CHANGELOG.md,2,1
/cicsdev/cics-event-consumer/blob/main/docs/send-an-email.md,2,1
