url_path,views_total,views_unique
/cicsdev/cics-async-api-credit-card-application-example/tree/main/src,40,3
/cicsdev/cics-async-api-credit-card-application-example/tree/main/etc/CICS_bundles,18,1
/cicsdev/cics-async-api-credit-card-application-example/tree/main/etc/CICS_bundles/cics-async-creditcardapplication-pipeline,14,1
/cicsdev/cics-async-api-credit-card-application-example/blob/main/etc/CICS_bundles/cics-async-creditcardapplication-pipeline/basicsoap11provider.xml,10,1
/cicsdev/cics-async-api-credit-card-application-example/tree/main,10,1
/cicsdev/cics-async-api-credit-card-application-example/blob/main/src/UPDCSDB.cbl,7,2
/cicsdev/cics-async-api-credit-card-application-example/blob/main/src/ASYNCPNT.cbl,6,2
/cicsdev/cics-async-api-credit-card-application-example/blob/main/src/ASYNCPNT.wsbind,6,2
/cicsdev/cics-async-api-credit-card-application-example/blob/main/src/CRDTCHK.cbl,6,2
/cicsdev/cics-async-api-credit-card-application-example/blob/main/src/CSSTATUS.cbl,6,2
