time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-04 00:00:00+00:00,9,1,22.0,2.0
2024-03-05 00:00:00+00:00,9,1,25.0,3.0
2024-03-06 00:00:00+00:00,9,1,1.0,1.0
2024-03-07 00:00:00+00:00,9,1,11.0,6.0
2024-03-08 00:00:00+00:00,12,3,5.0,2.0
2024-03-09 00:00:00+00:00,11,3,26.0,4.0
2024-03-10 00:00:00+00:00,9,1,8.0,6.0
2024-03-11 00:00:00+00:00,9,1,2.0,2.0
2024-03-12 00:00:00+00:00,9,1,4.0,3.0
2024-03-13 00:00:00+00:00,9,1,14.0,2.0
2024-03-14 00:00:00+00:00,9,1,2.0,2.0
2024-03-15 00:00:00+00:00,9,1,1.0,1.0
2024-03-16 00:00:00+00:00,9,1,,
2024-03-17 00:00:00+00:00,9,1,4.0,2.0
