time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-10 00:00:00+00:00,1,1,2.0,2.0
2024-04-11 00:00:00+00:00,9,1,12.0,6.0
2024-04-12 00:00:00+00:00,9,1,,
2024-04-13 00:00:00+00:00,9,1,11.0,1.0
2024-04-14 00:00:00+00:00,9,1,2.0,1.0
2024-04-15 00:00:00+00:00,9,1,38.0,4.0
2024-04-16 00:00:00+00:00,9,1,5.0,2.0
2024-04-17 00:00:00+00:00,9,1,1.0,1.0
2024-04-18 00:00:00+00:00,9,1,15.0,1.0
2024-04-19 00:00:00+00:00,9,1,14.0,2.0
2024-04-20 00:00:00+00:00,9,1,,
2024-04-21 00:00:00+00:00,9,1,,
2024-04-22 00:00:00+00:00,9,1,,
2024-04-23 00:00:00+00:00,9,1,1.0,1.0
