time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,,,46.0,2.0
2024-04-27 00:00:00+00:00,9.0,1.0,,
2024-04-28 00:00:00+00:00,9.0,1.0,,
2024-04-29 00:00:00+00:00,9.0,1.0,12.0,1.0
2024-04-30 00:00:00+00:00,9.0,1.0,25.0,4.0
2024-05-01 00:00:00+00:00,9.0,1.0,,
2024-05-02 00:00:00+00:00,9.0,1.0,4.0,1.0
2024-05-03 00:00:00+00:00,10.0,2.0,3.0,2.0
2024-05-04 00:00:00+00:00,9.0,1.0,,
2024-05-05 00:00:00+00:00,9.0,1.0,,
2024-05-06 00:00:00+00:00,9.0,1.0,,
2024-05-07 00:00:00+00:00,9.0,1.0,,
2024-05-08 00:00:00+00:00,9.0,1.0,19.0,1.0
2024-05-09 00:00:00+00:00,10.0,2.0,8.0,2.0
