url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jcics/tree/main/src/main/java/com/ibm/cicsdev/springboot/jcics,39,7
/cicsdev/cics-java-liberty-springboot-jcics/tree/main/src/main,32,9
/cicsdev/cics-java-liberty-springboot-jcics,25,16
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/java/com/ibm/cicsdev/springboot/jcics/Application.java,23,9
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/java/com/ibm/cicsdev/springboot/jcics/ServletInitializer.java,18,5
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/java/com/ibm/cicsdev/springboot/jcics/InfoTSQController.java,13,5
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/webapp/WEB-INF/web.xml,13,5
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/src/main/java/com/ibm/cicsdev/springboot/jcics/BrowseTSQController.java,12,5
/cicsdev/cics-java-liberty-springboot-jcics/blob/main/pom.xml,11,4
/cicsdev/cics-java-liberty-springboot-jcics/tree/main/src/main/webapp/WEB-INF,11,3
