time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,,,16.0,4.0
2024-01-31 00:00:00+00:00,,,9.0,1.0
2024-02-01 00:00:00+00:00,,,49.0,5.0
2024-02-02 00:00:00+00:00,14.0,6.0,61.0,6.0
2024-02-03 00:00:00+00:00,12.0,4.0,,
2024-02-04 00:00:00+00:00,9.0,1.0,,
2024-02-05 00:00:00+00:00,22.0,5.0,21.0,2.0
2024-02-06 00:00:00+00:00,10.0,2.0,4.0,1.0
2024-02-07 00:00:00+00:00,9.0,1.0,14.0,1.0
2024-02-08 00:00:00+00:00,9.0,1.0,34.0,4.0
2024-02-09 00:00:00+00:00,9.0,1.0,,
2024-02-10 00:00:00+00:00,9.0,1.0,1.0,1.0
2024-02-11 00:00:00+00:00,9.0,1.0,,
2024-02-12 00:00:00+00:00,45.0,8.0,64.0,3.0
