url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main,44,6
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/java/com/ibm/cicsdev/springboot/jdbc,30,5
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/java/com/ibm/cicsdev/springboot,24,1
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/src/main/java/com/ibm/cicsdev/springboot/jdbc/EmployeeService.java,16,5
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/src/main/java/com/ibm/cicsdev/springboot/jdbc/Employee.java,14,4
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/java/com/ibm/cicsdev,14,1
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/src/main/resources/application.properties,12,3
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/resources,12,3
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/src/main/webapp,12,2
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/src/main/java/com/ibm/cicsdev/springboot/jdbc/EmployeeRestController.java,11,5
